Topik_ID,Nama_Topik,Rank,Kata,Skor_cTFIDF
168,168_hutan_transmigrasi_kawasan huta,5,penghargaan,0.009192
168,168_hutan_transmigrasi_kawasan huta,6,lingkungan,0.008388
168,168_hutan_transmigrasi_kawasan huta,7,kawasan,0.007498
168,168_hutan_transmigrasi_kawasan huta,8,pohon,0.006609
168,168_hutan_transmigrasi_kawasan huta,9,kawasan transmigrasi,0.006372
168,168_hutan_transmigrasi_kawasan huta,10,danau,0.005947
169,169_hoax_corona_hoax corona_virus,1,hoax,0.324818
169,169_hoax_corona_hoax corona_virus,2,corona,0.093576
169,169_hoax_corona_hoax corona_virus,3,hoax corona,0.079531
169,169_hoax_corona_hoax corona_virus,4,virus,0.068694
169,169_hoax_corona_hoax corona_virus,5,virus corona,0.063435
169,169_hoax_corona_hoax corona_virus,6,hoax soal,0.061204
169,169_hoax_corona_hoax corona_virus,7,soal corona,0.052669
169,169_hoax_corona_hoax corona_virus,8,penyebar hoax,0.04537
169,169_hoax_corona_hoax corona_virus,9,sebar,0.041842
169,169_hoax_corona_hoax corona_virus,10,sebar hoax,0.039765
170,170_penjara_divonis tahun_divonis_t,1,penjara,0.147484
170,170_penjara_divonis tahun_divonis_t,2,divonis tahun,0.123004
170,170_penjara_divonis tahun_divonis_t,3,divonis,0.120443
170,170_penjara_divonis tahun_divonis_t,4,tahun penjara,0.117001
170,170_penjara_divonis tahun_divonis_t,5,dituntut,0.056821
170,170_penjara_divonis tahun_divonis_t,6,dihukum,0.056396
170,170_penjara_divonis tahun_divonis_t,7,dituntut tahun,0.054425
170,170_penjara_divonis tahun_divonis_t,8,bulan penjara,0.048725
170,170_penjara_divonis tahun_divonis_t,9,suap,0.045456
170,170_penjara_divonis tahun_divonis_t,10,suap eks,0.044031
171,171_restoran_new normal_new_kuliner,1,restoran,0.208573
171,171_restoran_new normal_new_kuliner,2,new normal,0.092031
171,171_restoran_new normal_new_kuliner,3,new,0.072019
171,171_restoran_new normal_new_kuliner,4,kuliner new,0.0687
171,171_restoran_new normal_new_kuliner,5,normal,0.06521
171,171_restoran_new normal_new_kuliner,6,kuliner,0.054057
171,171_restoran_new normal_new_kuliner,7,kafe,0.030282
171,171_restoran_new normal_new_kuliner,8,protokol,0.028968
171,171_restoran_new normal_new_kuliner,9,terapkan protokol,0.023215
171,171_restoran_new normal_new_kuliner,10,michelin,0.022493
172,172_taksi_taksi online_online_drive,1,taksi,0.36193
172,172_taksi_taksi online_online_drive,2,taksi online,0.305489
172,172_taksi_taksi online_online_drive,3,online,0.131105
172,172_taksi_taksi online_online_drive,4,driver,0.115702
172,172_taksi_taksi online_online_drive,5,sopir,0.108083
172,172_taksi_taksi online_online_drive,6,salah tangkap,0.053028
172,172_taksi_taksi online_online_drive,7,jaktim,0.037129
172,172_taksi_taksi online_online_drive,8,karyawati,0.033591
172,172_taksi_taksi online_online_drive,9,diduga salah,0.032431
172,172_taksi_taksi online_online_drive,10,supir,0.03116
173,173_ular_sanca_piton_meter,1,ular,0.20426
173,173_ular_sanca_piton_meter,2,sanca,0.049613
173,173_ular_sanca_piton_meter,3,piton,0.037448
173,173_ular_sanca_piton_meter,4,meter,0.02396
173,173_ular_sanca_piton_meter,5,seekor ular,0.02229
173,173_ular_sanca_piton_meter,6,damkar,0.019558
173,173_ular_sanca_piton_meter,7,seekor,0.018667
173,173_ular_sanca_piton_meter,8,gigitan,0.018428
173,173_ular_sanca_piton_meter,9,mengevakuasi,0.014545
173,173_ular_sanca_piton_meter,10,evakuasi,0.013297
174,174_ganja_dwi sasono_sasono_dwi,1,ganja,0.315352
174,174_ganja_dwi sasono_sasono_dwi,2,dwi sasono,0.111142
174,174_ganja_dwi sasono_sasono_dwi,3,sasono,0.109714
174,174_ganja_dwi sasono_sasono_dwi,4,dwi,0.065597
174,174_ganja_dwi sasono_sasono_dwi,5,kg,0.041636
174,174_ganja_dwi sasono_sasono_dwi,6,ekspor,0.036508
174,174_ganja_dwi sasono_sasono_dwi,7,pakai,0.029524
174,174_ganja_dwi sasono_sasono_dwi,8,pengedar,0.028243
174,174_ganja_dwi sasono_sasono_dwi,9,naufal samudra,0.026064
174,174_ganja_dwi sasono_sasono_dwi,10,indomie,0.024357
175,175_sanitizer_hand sanitizer_hand_c,1,sanitizer,0.388641
175,175_sanitizer_hand sanitizer_hand_c,2,hand sanitizer,0.385352
175,175_sanitizer_hand sanitizer_hand_c,3,hand,0.368534
175,175_sanitizer_hand sanitizer_hand_c,4,cuci tangan,0.078991
175,175_sanitizer_hand sanitizer_hand_c,5,cuci,0.067262
175,175_sanitizer_hand sanitizer_hand_c,6,sabun,0.044813
175,175_sanitizer_hand sanitizer_hand_c,7,tangan pakai,0.040612
175,175_sanitizer_hand sanitizer_hand_c,8,pakai,0.033971
175,175_sanitizer_hand sanitizer_hand_c,9,tangan,0.033942
175,175_sanitizer_hand sanitizer_hand_c,10,cara membuat,0.023186
176,176_netflix_serial_film_drama,1,netflix,0.243716
176,176_netflix_serial_film_drama,2,serial,0.04293
176,176_netflix_serial_film_drama,3,film,0.039982
176,176_netflix_serial_film_drama,4,drama,0.037634
176,176_netflix_serial_film_drama,5,heroes,0.021089
176,176_netflix_serial_film_drama,6,the,0.019915
176,176_netflix_serial_film_drama,7,tayang netflix,0.019881
176,176_netflix_serial_film_drama,8,tayang,0.018233
176,176_netflix_serial_film_drama,9,tayangan,0.017661
176,176_netflix_serial_film_drama,10,dibintangi,0.015649
177,177_pensiun_usia pensiun_usia_perwi,1,pensiun,0.077839
177,177_pensiun_usia pensiun_usia_perwi,2,usia pensiun,0.03734
177,177_pensiun_usia pensiun_usia_perwi,3,usia,0.025712
177,177_pensiun_usia pensiun_usia_perwi,4,perwira,0.017358
177,177_pensiun_usia pensiun_usia_perwi,5,pesangon,0.014225
177,177_pensiun_usia pensiun_usia_perwi,6,perwira tinggi,0.012627
177,177_pensiun_usia pensiun_usia_perwi,7,batas usia,0.012595
177,177_pensiun_usia pensiun_usia_perwi,8,uang pensiun,0.011896
177,177_pensiun_usia pensiun_usia_perwi,9,dana pensiun,0.011829
177,177_pensiun_usia pensiun_usia_perwi,10,tni,0.011465
178,178_sambo_geger_sumber archive_arch,1,sambo,0.059937
178,178_sambo_geger_sumber archive_arch,2,geger,0.056756
178,178_sambo_geger_sumber archive_arch,3,sumber archive,0.037943
178,178_sambo_geger_sumber archive_arch,4,archive ph,0.032598
178,178_sambo_geger_sumber archive_arch,5,sore ini,0.03145
178,178_sambo_geger_sumber archive_arch,6,malam ini,0.030958
178,178_sambo_geger_sumber archive_arch,7,ph,0.029927
178,178_sambo_geger_sumber archive_arch,8,panji,0.029844
178,178_sambo_geger_sumber archive_arch,9,archive,0.024172
178,178_sambo_geger_sumber archive_arch,10,akui,0.023395
179,179_jadwal_april_april 2025_jadwal ,1,jadwal,0.07449
179,179_jadwal_april_april 2025_jadwal ,2,april,0.039004
179,179_jadwal_april_april 2025_jadwal ,3,april 2025,0.032865
179,179_jadwal_april_april 2025_jadwal ,4,jadwal operasional,0.028891
179,179_jadwal_april_april 2025_jadwal ,5,operasional,0.026433
179,179_jadwal_april_april 2025_jadwal ,6,puasa hari,0.023718
179,179_jadwal_april_april 2025_jadwal ,7,buka,0.022862
179,179_jadwal_april_april 2025_jadwal ,8,bank,0.022646
179,179_jadwal_april_april 2025_jadwal ,9,pada april,0.022265
179,179_jadwal_april_april 2025_jadwal ,10,buka puasa,0.022172
180,180_tahanan_kabur_penjara_tahanan p,1,tahanan,0.144795
180,180_tahanan_kabur_penjara_tahanan p,2,kabur,0.08272
180,180_tahanan_kabur_penjara_tahanan p,3,penjara,0.080029
180,180_tahanan_kabur_penjara_tahanan p,4,tahanan polsek,0.069006
180,180_tahanan_kabur_penjara_tahanan p,5,bebas penjara,0.062768
180,180_tahanan_kabur_penjara_tahanan p,6,dipenjara,0.04212
180,180_tahanan_kabur_penjara_tahanan p,7,polda sulsel,0.035369
180,180_tahanan_kabur_penjara_tahanan p,8,usai bebas,0.029406
180,180_tahanan_kabur_penjara_tahanan p,9,bebas,0.029389
180,180_tahanan_kabur_penjara_tahanan p,10,napi,0.029189
181,181_bank_kredit_rp triliun_triliun,1,bank,0.027449
181,181_bank_kredit_rp triliun_triliun,2,kredit,0.016725
181,181_bank_kredit_rp triliun_triliun,3,rp triliun,0.015976
181,181_bank_kredit_rp triliun_triliun,4,triliun,0.015466
181,181_bank_kredit_rp triliun_triliun,5,keuangan,0.014395
181,181_bank_kredit_rp triliun_triliun,6,perbankan,0.012892
181,181_bank_kredit_rp triliun_triliun,7,bi,0.01272
181,181_bank_kredit_rp triliun_triliun,8,dana,0.011888
181,181_bank_kredit_rp triliun_triliun,9,purbaya,0.010801
181,181_bank_kredit_rp triliun_triliun,10,bunga,0.009754
182,182_gubernur sulsel_gubernur_sulsel,1,gubernur sulsel,0.087091
182,182_gubernur sulsel_gubernur_sulsel,2,gubernur,0.08341
182,182_gubernur sulsel_gubernur_sulsel,3,sulsel,0.066341
182,182_gubernur sulsel_gubernur_sulsel,4,riau jadi,0.050476
182,182_gubernur sulsel_gubernur_sulsel,5,riau,0.040566
182,182_gubernur sulsel_gubernur_sulsel,6,sumbar,0.038223
182,182_gubernur sulsel_gubernur_sulsel,7,minta warga,0.033106
182,182_gubernur sulsel_gubernur_sulsel,8,gubernur sumbar,0.032572
182,182_gubernur sulsel_gubernur_sulsel,9,sekda,0.031865
182,182_gubernur sulsel_gubernur_sulsel,10,berlagak,0.031631
183,183_sepeda_motor_rahmi_setiabudi,1,sepeda,0.022777
183,183_sepeda_motor_rahmi_setiabudi,2,motor,0.018935
183,183_sepeda_motor_rahmi_setiabudi,3,rahmi,0.012541
183,183_sepeda_motor_rahmi_setiabudi,4,setiabudi,0.012313
183,183_sepeda_motor_rahmi_setiabudi,5,pelaku,0.011488
183,183_sepeda_motor_rahmi_setiabudi,6,sepeda motor,0.011279
183,183_sepeda_motor_rahmi_setiabudi,7,mrt,0.008852
183,183_sepeda_motor_rahmi_setiabudi,8,pencurian,0.008291
183,183_sepeda_motor_rahmi_setiabudi,9,polsek,0.008073
183,183_sepeda_motor_rahmi_setiabudi,10,korban,0.00802
184,184_wisatawan_destinasi_wisata_yogy,1,wisatawan,0.018557
184,184_wisatawan_destinasi_wisata_yogy,2,destinasi,0.013411
184,184_wisatawan_destinasi_wisata_yogy,3,wisata,0.012126
184,184_wisatawan_destinasi_wisata_yogy,4,yogyakarta,0.00954
184,184_wisatawan_destinasi_wisata_yogy,5,museum,0.008421
184,184_wisatawan_destinasi_wisata_yogy,6,pengunjung,0.008399
184,184_wisatawan_destinasi_wisata_yogy,7,pantai,0.008341
184,184_wisatawan_destinasi_wisata_yogy,8,budaya,0.007084
184,184_wisatawan_destinasi_wisata_yogy,9,pariwisata,0.006146
184,184_wisatawan_destinasi_wisata_yogy,10,menikmati,0.005838
185,185_uang palsu_palsu_sekar_uang,1,uang palsu,0.053277
185,185_uang palsu_palsu_sekar_uang,2,palsu,0.03858
185,185_uang palsu_palsu_sekar_uang,3,sekar,0.031383
185,185_uang palsu_palsu_sekar_uang,4,uang,0.026251
185,185_uang palsu_palsu_sekar_uang,5,arum,0.024966
185,185_uang palsu_palsu_sekar_uang,6,sekar arum,0.024046
185,185_uang palsu_palsu_sekar_uang,7,nurma,0.013353
185,185_uang palsu_palsu_sekar_uang,8,kasir,0.012738
185,185_uang palsu_palsu_sekar_uang,9,tanah abang,0.011622
185,185_uang palsu_palsu_sekar_uang,10,abang,0.011019
186,186_pertemuan_megawati_dasco_didit,1,pertemuan,0.021179
186,186_pertemuan_megawati_dasco_didit,2,megawati,0.020243
186,186_pertemuan_megawati_dasco_didit,3,dasco,0.017909
186,186_pertemuan_megawati_dasco_didit,4,didit,0.015016
186,186_pertemuan_megawati_dasco_didit,5,prabowo dan,0.012199
186,186_pertemuan_megawati_dasco_didit,6,presiden ke,0.011298
186,186_pertemuan_megawati_dasco_didit,7,teuku umar,0.010931
186,186_pertemuan_megawati_dasco_didit,8,silaturahmi,0.010413
186,186_pertemuan_megawati_dasco_didit,9,teuku,0.009731
186,186_pertemuan_megawati_dasco_didit,10,pertemuan itu,0.009548
187,187_comeback_nct_bts_soul,1,comeback,0.412169
187,187_comeback_nct_bts_soul,2,nct,0.167982
187,187_comeback_nct_bts_soul,3,bts,0.126281
187,187_comeback_nct_bts_soul,4,soul,0.125678
187,187_comeback_nct_bts_soul,5,album,0.123339
187,187_comeback_nct_bts_soul,6,dream,0.1221
187,187_comeback_nct_bts_soul,7,map,0.101841
187,187_comeback_nct_bts_soul,8,of the,0.07644
187,187_comeback_nct_bts_soul,9,blackpink,0.075759
187,187_comeback_nct_bts_soul,10,pecahkan rekor,0.065662
188,188_australia_australia terbuka_bea,1,australia,0.187396
188,188_australia_australia terbuka_bea,2,australia terbuka,0.12866
188,188_australia_australia terbuka_bea,3,beasiswa,0.049317
188,188_australia_australia terbuka_bea,4,terbuka,0.045811
188,188_australia_australia terbuka_bea,5,babak,0.026361
188,188_australia_australia terbuka_bea,6,acha septriasa,0.020328
188,188_australia_australia terbuka_bea,7,septriasa,0.020328
188,188_australia_australia terbuka_bea,8,sasaran,0.019911
188,188_australia_australia terbuka_bea,9,nadal,0.019347
188,188_australia_australia terbuka_bea,10,acha,0.018898
189,189_drama_korea_drama korea_korea s,1,drama,0.097666
189,189_drama_korea_drama korea_korea s,2,korea,0.087703
189,189_drama_korea_drama korea_korea s,3,drama korea,0.068268
189,189_drama_korea_drama korea_korea s,4,korea selatan,0.034293
189,189_drama_korea_drama korea_korea s,5,wei,0.027851
189,189_drama_korea_drama korea_korea s,6,yun,0.022432
189,189_drama_korea_drama korea_korea s,7,ji,0.021772
189,189_drama_korea_drama korea_korea s,8,biaya produksi,0.019832
189,189_drama_korea_drama korea_korea s,9,eun,0.019161
189,189_drama_korea_drama korea_korea s,10,won,0.018529
190,190_pengunduran_pengunduran diri_di,1,pengunduran,0.026319
190,190_pengunduran_pengunduran diri_di,2,pengunduran diri,0.022575
190,190_pengunduran_pengunduran diri_di,3,diri,0.014892
190,190_pengunduran_pengunduran diri_di,4,mengundurkan,0.014631
190,190_pengunduran_pengunduran diri_di,5,mengundurkan diri,0.014253
190,190_pengunduran_pengunduran diri_di,6,saraswati,0.013494
190,190_pengunduran_pengunduran diri_di,7,mundur,0.013276
190,190_pengunduran_pengunduran diri_di,8,partai ummat,0.010313
190,190_pengunduran_pengunduran diri_di,9,ummat,0.009981
190,190_pengunduran_pengunduran diri_di,10,rahayu,0.008888
191,191_the king_king_eternal_king of,1,the king,0.224477
191,191_the king_king_eternal_king of,2,king,0.220241
191,191_the king_king_eternal_king of,3,eternal,0.160074
191,191_the king_king_eternal_king of,4,king of,0.08494
191,191_the king_king_eternal_king of,5,the,0.077746
191,191_the king_king_eternal_king of,6,raja,0.060637
191,191_the king_king_eternal_king of,7,of the,0.055771
191,191_the king_king_eternal_king of,8,rey,0.046912
191,191_the king_king_eternal_king of,9,rey utami,0.045098
191,191_the king_king_eternal_king of,10,min ho,0.042332
192,192_banjir_air_hujan_terendam,1,banjir,0.036819
192,192_banjir_air_hujan_terendam,2,air,0.019539
192,192_banjir_air_hujan_terendam,3,hujan,0.013011
192,192_banjir_air_hujan_terendam,4,terendam,0.010099
192,192_banjir_air_hujan_terendam,5,perumahan,0.009813
192,192_banjir_air_hujan_terendam,6,deras,0.009811
192,192_banjir_air_hujan_terendam,7,terdampak,0.009794
192,192_banjir_air_hujan_terendam,8,warga,0.009101
192,192_banjir_air_hujan_terendam,9,hujan deras,0.008693
192,192_banjir_air_hujan_terendam,10,sungai,0.008328
193,193_pedagang_pasar_pembeli_kios,1,pedagang,0.028266
193,193_pedagang_pasar_pembeli_kios,2,pasar,0.021923
193,193_pedagang_pasar_pembeli_kios,3,pembeli,0.016124
193,193_pedagang_pasar_pembeli_kios,4,kios,0.015653
193,193_pedagang_pasar_pembeli_kios,5,barito,0.011388
193,193_pedagang_pasar_pembeli_kios,6,sepi,0.009185
193,193_pedagang_pasar_pembeli_kios,7,pedagang pasar,0.008577
193,193_pedagang_pasar_pembeli_kios,8,taman,0.007381
193,193_pedagang_pasar_pembeli_kios,9,ayam,0.006782
193,193_pedagang_pasar_pembeli_kios,10,sewa,0.006202
194,194_saya_donasi_perkenalkan_bpk,1,saya,0.057306
194,194_saya_donasi_perkenalkan_bpk,2,donasi,0.049631
194,194_saya_donasi_perkenalkan_bpk,3,perkenalkan,0.038789
194,194_saya_donasi_perkenalkan_bpk,4,bpk,0.033375
194,194_saya_donasi_perkenalkan_bpk,5,assalamualaikum,0.029226
194,194_saya_donasi_perkenalkan_bpk,6,ini saya,0.026495
194,194_saya_donasi_perkenalkan_bpk,7,wr,0.024436
194,194_saya_donasi_perkenalkan_bpk,8,wb,0.024384
194,194_saya_donasi_perkenalkan_bpk,9,pengurus,0.022456
194,194_saya_donasi_perkenalkan_bpk,10,wr wb,0.022379
195,195_mobil_eco_racing_arteria,1,mobil,0.02918
195,195_mobil_eco_racing_arteria,2,eco,0.02469
195,195_mobil_eco_racing_arteria,3,racing,0.021848
195,195_mobil_eco_racing_arteria,4,arteria,0.015742
195,195_mobil_eco_racing_arteria,5,honda,0.015282
195,195_mobil_eco_racing_arteria,6,unit per,0.014719
195,195_mobil_eco_racing_arteria,7,motor,0.014419
195,195_mobil_eco_racing_arteria,8,suv,0.014014
195,195_mobil_eco_racing_arteria,9,penjualan mobil,0.013006
195,195_mobil_eco_racing_arteria,10,rasio,0.012352
196,196_kapal china_kapal_natuna_china,1,kapal china,0.090031
196,196_kapal china_kapal_natuna_china,2,kapal,0.067938
196,196_kapal china_kapal_natuna_china,3,natuna,0.053741
196,196_kapal china_kapal_natuna_china,4,china,0.048871
196,196_kapal china_kapal_natuna_china,5,arktik,0.036587
196,196_kapal china_kapal_natuna_china,6,abk,0.034247
196,196_kapal china_kapal_natuna_china,7,abk wni,0.033676
196,196_kapal china_kapal_natuna_china,8,coast guard,0.030176
196,196_kapal china_kapal_natuna_china,9,coast,0.028714
196,196_kapal china_kapal_natuna_china,10,cina,0.028657
197,197_lina_teddy_sule_eks sule,1,lina,0.357183
197,197_lina_teddy_sule_eks sule,2,teddy,0.350842
197,197_lina_teddy_sule_eks sule,3,sule,0.158878
197,197_lina_teddy_sule_eks sule,4,eks sule,0.114256
197,197_lina_teddy_sule_eks sule,5,lina eks,0.113912
197,197_lina_teddy_sule_eks sule,6,rizky febian,0.09705
197,197_lina_teddy_sule_eks sule,7,febian,0.095949
197,197_lina_teddy_sule_eks sule,8,rizky,0.069832
197,197_lina_teddy_sule_eks sule,9,kematian lina,0.057493
197,197_lina_teddy_sule_eks sule,10,eks,0.044527
198,198_corona_wisata_corona wisata_par,1,corona,0.094741
198,198_corona_wisata_corona wisata_par,2,wisata,0.074756
198,198_corona_wisata_corona wisata_par,3,corona wisata,0.066831
198,198_corona_wisata_corona wisata_par,4,pariwisata,0.06278
198,198_corona_wisata_corona wisata_par,5,efek corona,0.047061
198,198_corona_wisata_corona wisata_par,6,dampak corona,0.032467
198,198_corona_wisata_corona wisata_par,7,ri per,0.032193
198,198_corona_wisata_corona wisata_par,8,transportasi,0.03195
198,198_corona_wisata_corona wisata_par,9,bebas corona,0.02854
198,198_corona_wisata_corona wisata_par,10,wisata dunia,0.027484
199,199_radioaktif_indah_limbah_tangsel,1,radioaktif,0.546067
199,199_radioaktif_indah_limbah_tangsel,2,indah,0.176839
199,199_radioaktif_indah_limbah_tangsel,3,limbah,0.153766
199,199_radioaktif_indah_limbah_tangsel,4,tangsel,0.127358
199,199_radioaktif_indah_limbah_tangsel,5,chernobyl,0.060363
199,199_radioaktif_indah_limbah_tangsel,6,zat,0.053863
199,199_radioaktif_indah_limbah_tangsel,7,perumahan,0.047876
199,199_radioaktif_indah_limbah_tangsel,8,drum,0.046187
199,199_radioaktif_indah_limbah_tangsel,9,penyimpan,0.034861
199,199_radioaktif_indah_limbah_tangsel,10,polisi periksa,0.03145
200,200_tahun baru_natal_pohon natal_po,1,tahun baru,0.102074
200,200_tahun baru_natal_pohon natal_po,2,natal,0.077177
200,200_tahun baru_natal_pohon natal_po,3,pohon natal,0.063048
200,200_tahun baru_natal_pohon natal_po,4,pohon,0.062283
200,200_tahun baru_natal_pohon natal_po,5,rayakan,0.044646
200,200_tahun baru_natal_pohon natal_po,6,baru imlek,0.029182
200,200_tahun baru_natal_pohon natal_po,7,emisi,0.027931
200,200_tahun baru_natal_pohon natal_po,8,rayakan tahun,0.02737
200,200_tahun baru_natal_pohon natal_po,9,baru,0.026977
200,200_tahun baru_natal_pohon natal_po,10,imlek,0.02661
201,201_ppn_pajak_ppn persen_kenaikan,1,ppn,0.039678
201,201_ppn_pajak_ppn persen_kenaikan,2,pajak,0.028795
201,201_ppn_pajak_ppn persen_kenaikan,3,ppn persen,0.017993
201,201_ppn_pajak_ppn persen_kenaikan,4,kenaikan,0.015182
201,201_ppn_pajak_ppn persen_kenaikan,5,barang mewah,0.01433
201,201_ppn_pajak_ppn persen_kenaikan,6,mewah,0.013808
201,201_ppn_pajak_ppn persen_kenaikan,7,kenaikan ppn,0.013327
201,201_ppn_pajak_ppn persen_kenaikan,8,barang,0.012509
201,201_ppn_pajak_ppn persen_kenaikan,9,cukai,0.011275
201,201_ppn_pajak_ppn persen_kenaikan,10,tarif ppn,0.010837
202,202_china_zhang_ekonomi china_coron,1,china,0.100861
202,202_china_zhang_ekonomi china_coron,2,zhang,0.063016
202,202_china_zhang_ekonomi china_coron,3,ekonomi china,0.046645
202,202_china_zhang_ekonomi china_coron,4,corona,0.040283
202,202_china_zhang_ekonomi china_coron,5,corona china,0.02675
202,202_china_zhang_ekonomi china_coron,6,china ri,0.020731
202,202_china_zhang_ekonomi china_coron,7,wabah corona,0.018554
202,202_china_zhang_ekonomi china_coron,8,hong kong,0.0184
202,202_china_zhang_ekonomi china_coron,9,hong,0.017871
202,202_china_zhang_ekonomi china_coron,10,kong,0.017762
203,203_bunga_bunga acuan_taman bunga_a,1,bunga,0.172852
203,203_bunga_bunga acuan_taman bunga_a,2,bunga acuan,0.058691
203,203_bunga_bunga acuan_taman bunga_a,3,taman bunga,0.052317
203,203_bunga_bunga acuan_taman bunga_a,4,acuan bi,0.051864
203,203_bunga_bunga acuan_taman bunga_a,5,kebun,0.050423
203,203_bunga_bunga acuan_taman bunga_a,6,acuan,0.044871
203,203_bunga_bunga acuan_taman bunga_a,7,bi,0.041219
203,203_bunga_bunga acuan_taman bunga_a,8,berkebun,0.032879
203,203_bunga_bunga acuan_taman bunga_a,9,tulip,0.025932
203,203_bunga_bunga acuan_taman bunga_a,10,bunga citra,0.025329
204,204_abg_bocah_pembunuhan_slenderman,1,abg,0.086364
204,204_abg_bocah_pembunuhan_slenderman,2,bocah,0.072274
204,204_abg_bocah_pembunuhan_slenderman,3,pembunuhan,0.061631
204,204_abg_bocah_pembunuhan_slenderman,4,slenderman,0.051396
204,204_abg_bocah_pembunuhan_slenderman,5,abg slenderman,0.039956
204,204_abg_bocah_pembunuhan_slenderman,6,jakpus,0.038513
204,204_abg_bocah_pembunuhan_slenderman,7,dibunuh,0.033308
204,204_abg_bocah_pembunuhan_slenderman,8,pembunuh,0.031774
204,204_abg_bocah_pembunuhan_slenderman,9,bunuh,0.03143
204,204_abg_bocah_pembunuhan_slenderman,10,rizky febian,0.026502
205,205_petani_jagung_panen_panen raya,1,petani,0.070407
205,205_petani_jagung_panen_panen raya,2,jagung,0.050477
205,205_petani_jagung_panen_panen raya,3,panen,0.043789
205,205_petani_jagung_panen_panen raya,4,panen raya,0.025203
205,205_petani_jagung_panen_panen raya,5,bengkayang,0.019697
205,205_petani_jagung_panen_panen raya,6,ton,0.017645
205,205_petani_jagung_panen_panen raya,7,lahan,0.017502
205,205_petani_jagung_panen_panen raya,8,kuartal ii,0.017466
205,205_petani_jagung_panen_panen raya,9,hasil panen,0.01658
205,205_petani_jagung_panen_panen raya,10,kuartal,0.015453
206,206_kota_pematangsiantar_wali kota_,1,kota,0.066682
206,206_kota_pematangsiantar_wali kota_,2,pematangsiantar,0.052194
206,206_kota_pematangsiantar_wali kota_,3,wali kota,0.045074
206,206_kota_pematangsiantar_wali kota_,4,wali,0.043217
206,206_kota_pematangsiantar_wali kota_,5,kota semarang,0.041104
206,206_kota_pematangsiantar_wali kota_,6,semarang,0.034593
206,206_kota_pematangsiantar_wali kota_,7,city,0.022725
206,206_kota_pematangsiantar_wali kota_,8,kota pahlawan,0.022502
206,206_kota_pematangsiantar_wali kota_,9,rumah kota,0.020392
206,206_kota_pematangsiantar_wali kota_,10,dprd,0.020339
207,207_disinfektan_disemprot_disemprot,1,disinfektan,0.408467
207,207_disinfektan_disemprot_disemprot,2,disemprot,0.194679
207,207_disinfektan_disemprot_disemprot,3,disemprot disinfektan,0.191336
207,207_disinfektan_disemprot_disemprot,4,cegah,0.101605
207,207_disinfektan_disemprot_disemprot,5,cegah corona,0.096606
207,207_disinfektan_disemprot_disemprot,6,semprot disinfektan,0.093059
207,207_disinfektan_disemprot_disemprot,7,semprot,0.086968
207,207_disinfektan_disemprot_disemprot,8,penyemprotan disinfektan,0.074054
207,207_disinfektan_disemprot_disemprot,9,penyemprotan,0.072331
207,207_disinfektan_disemprot_disemprot,10,corona,0.044058
208,208_corona_corona pemerintah_pemeri,1,corona,0.09268
208,208_corona_corona pemerintah_pemeri,2,corona pemerintah,0.071332
208,208_corona_corona pemerintah_pemeri,3,pemerintah,0.05688
208,208_corona_corona pemerintah_pemeri,4,soal corona,0.046151
208,208_corona_corona pemerintah_pemeri,5,penanganan corona,0.044794
208,208_corona_corona pemerintah_pemeri,6,tangani corona,0.044255
208,208_corona_corona pemerintah_pemeri,7,tangani,0.033786
208,208_corona_corona pemerintah_pemeri,8,pemerintah soal,0.033144
208,208_corona_corona pemerintah_pemeri,9,pemerintah ri,0.032849
208,208_corona_corona pemerintah_pemeri,10,atasi corona,0.032126
209,209_dilarang_larangan mudik_mudik_l,1,dilarang,0.192984
209,209_dilarang_larangan mudik_mudik_l,2,larangan mudik,0.126593
209,209_dilarang_larangan mudik_mudik_l,3,mudik,0.124903
209,209_dilarang_larangan mudik_mudik_l,4,larangan,0.096429
209,209_dilarang_larangan mudik_mudik_l,5,dilarang mudik,0.09196
209,209_dilarang_larangan mudik_mudik_l,6,mudik dilarang,0.059181
209,209_dilarang_larangan mudik_mudik_l,7,aturan larangan,0.055955
209,209_dilarang_larangan mudik_mudik_l,8,pns,0.034218
209,209_dilarang_larangan mudik_mudik_l,9,ingat,0.031309
209,209_dilarang_larangan mudik_mudik_l,10,mudik jokowi,0.026659
210,210_perempuan_kartini_kesetaraan_la,1,perempuan,0.062842
210,210_perempuan_kartini_kesetaraan_la,2,kartini,0.028739
210,210_perempuan_kartini_kesetaraan_la,3,kesetaraan,0.010847
210,210_perempuan_kartini_kesetaraan_la,4,laki,0.009823
210,210_perempuan_kartini_kesetaraan_la,5,gender,0.009401
210,210_perempuan_kartini_kesetaraan_la,6,kaum perempuan,0.008495
210,210_perempuan_kartini_kesetaraan_la,7,ra kartini,0.007478
210,210_perempuan_kartini_kesetaraan_la,8,perempuan indonesia,0.007286
210,210_perempuan_kartini_kesetaraan_la,9,hari kartini,0.007262
210,210_perempuan_kartini_kesetaraan_la,10,kesetaraan gender,0.006864
211,211_erupsi_gunung_letusan_semeru,1,erupsi,0.081694
211,211_erupsi_gunung_letusan_semeru,2,gunung,0.069306
211,211_erupsi_gunung_letusan_semeru,3,letusan,0.034687
211,211_erupsi_gunung_letusan_semeru,4,semeru,0.030053
211,211_erupsi_gunung_letusan_semeru,5,abu,0.028634
211,211_erupsi_gunung_letusan_semeru,6,teramati,0.028067
